━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  📐 포지션 트레이딩 스크리닝 보고서  (1085종목)
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
     진입        점수        가격     시장        섹터     등급        손절        익절     RR        수량       종합         점수  종목
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
🟢🟢 강력진입      75       4,070   약한강세      중립      C         3,740       4,731    2.0         491     🟡 보류        60.4  시공테크 (020710.KQ)
   🟢 진입         60      68,000   약한강세    강세섹터    A+       53,624      96,752    2.0          13     🟢 진입        76.5  심텍 (222800.KQ)
   🟢 진입         60       3,975   고변동성    강세섹터    B         3,540       4,845    2.0         459   🟠 부분청산      53.8  제이엔케이글로벌 (126880.KQ)
   🟢 진입         55      19,180   약한강세    강세섹터    B        14,882      27,776    2.0          46     🟢 진입        67.1  컨텍 (451760.KQ)
   🟢 진입         55      14,970   약한강세    강세섹터    C        13,909      17,093    2.0         133     🟡 보류        56.7  에스텍 (069510.KQ)
   🟢 진입         55       1,653   고변동성    강세섹터    B         1,441       2,078    2.0         941     🔴 청산        48.8  드림시큐리티 (203650.KQ)
   🟢 진입         55       1,890     횡보      약세섹터    F         1,711       2,248    2.0       1,058   🟠 부분청산      37.9  우리바이오 (082850.KQ)
   🟢 진입         50      25,400   강세추세    강세섹터    A+       19,383      37,433    2.0          33     🟢 진입        80.0  디바이스 (187870.KQ)
   🟢 진입         50       5,830   강세추세    강세섹터    A+        4,958       7,575    2.0         229   🟠 부분청산      78.5  에스에이엠티 (031330.KQ)
   🟢 진입         50      20,600   강세추세    강세섹터    A+       15,193      31,414    2.0          36     🟢 진입        78.5  엠케이전자 (033160.KQ)
   🟢 진입         50      18,020   약한강세      중립      B        17,171      19,719    2.0         110     🟢 진입        56.6  진로발효 (018120.KQ)
   🟢 진입         40      16,000   강세추세      중립      A        15,855      16,290    2.0         125   🟠 부분청산      65.2  에코마케팅 (230360.KQ)
   🟢 진입         40       3,895   약한강세    강세섹터    B         3,151       5,383    2.0         268     🟢 진입        64.4  서남 (294630.KQ)
   🟢 진입         40       7,530   약한강세    강세섹터    B         6,516       9,558    2.0         197     🟢 진입        62.6  티이엠씨씨엔에스 (241790.KQ)
   🟢 진입         40      15,730   약한강세    강세섹터    B        12,532      22,126    2.0          62     🟢 진입        62.5  오픈엣지테크놀로지 (394280.KQ)
   🟢 진입         40       8,830   약한강세    강세섹터    B         7,263      11,965    2.0         127     🟢 진입        60.9  에너토크 (019990.KQ)
   🟢 진입         40      10,480   약한강세    강세섹터    B         8,694      14,052    2.0         111     🟢 진입        58.4  제일일렉트릭 (199820.KQ)
   🟢 진입         40      21,150   약한강세    강세섹터    C        17,051      29,349    2.0          48     🟡 보류        58.2  펨트론 (168360.KQ)
   🟢 진입         40       6,640   약한강세    강세섹터    C         5,140       9,641    2.0         133     🟡 보류        58.2  저스템 (417840.KQ)
   🟢 진입         40       3,960   약한강세    강세섹터    B         3,567       4,747    2.0         505     🟢 진입        57.4  TJ미디어 (032540.KQ)
   🟢 진입         40      12,590   약한강세    강세섹터    C        11,591      14,587    2.0         158     🟡 보류        55.6  피에이치에이 (043370.KQ)
   🟢 진입         40      24,650   약한강세      중립      B        22,487      28,977    2.0          81     🟢 진입        55.4  나이스정보통신 (036800.KQ)
   🟢 진입         40      19,270   약한강세    약세섹터    C        12,890      32,029    2.0          31     🟡 보류        54.0  엔비알모션 (0004V0.KQ)
   🟢 진입         40      30,100   약한강세      중립      C        25,114      40,072    2.0          40     🟡 보류        53.6  LS마린솔루션 (060370.KQ)
   🟢 진입         40       5,870   약한강세      중립      B         5,717       6,176    2.0         340     🟢 진입        52.0  정상제이엘에스 (040420.KQ)
   🟢 진입         40      22,800   약한강세    강세섹터    C        20,197      28,005    2.0          76     🟡 보류        50.8  국보디자인 (066620.KQ)
